"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3","Slopes","t10.7TransDerivative","t14TransDerivative","t17.8TransDerivative","t22TransDerivative","t26.8TransDerivative","t32.2TransDerivative","t38.4TransDerivative","t45.4TransDerivative","t53.3TransDerivative","t62.2TransDerivative","t72.3TransDerivative","p10.7ProtDerivative","p14ProtDerivative","p17.8ProtDerivative","p22ProtDerivative","p26.8ProtDerivative","p32.2ProtDerivative","p38.4ProtDerivative","p45.4ProtDerivative","p53.3ProtDerivative","p62.2ProtDerivative","p72.3ProtDerivative","t10.7Trans_minus_Prot_Derivative","t14Trans_minus_Prot_Derivative","t17.8Trans_minus_Prot_Derivative","t22Trans_minus_Prot_Derivative","t26.8Trans_minus_Prot_Derivative","t32.2Trans_minus_Prot_Derivative","t38.4Trans_minus_Prot_Derivative","t45.4Trans_minus_Prot_Derivative","t53.3Trans_minus_Prot_Derivative","t62.2Trans_minus_Prot_Derivative","t72.3Trans_minus_Prot_Derivative","DifSum","absDifSum","t7.8Trans_minus_Prot_value_table","t10.7Trans_minus_Prot_value_table","t14Trans_minus_Prot_value_table","t17.8Trans_minus_Prot_value_table","t22Trans_minus_Prot_value_table","t26.8Trans_minus_Prot_value_table","t32.2Trans_minus_Prot_value_table","t38.4Trans_minus_Prot_value_table","t45.4Trans_minus_Prot_value_table","t53.3Trans_minus_Prot_value_table","t62.2Trans_minus_Prot_value_table","t72.3Trans_minus_Prot_value_table"
"FUN12","YAL035W","ORF","76427-79435","+","I",NA,0,0,1,"0001732; 0000462; 0005829; 0010494; 0046872; 0016787; 0005525; 0000166; 0006412; 0006446; 0003924; 0030687; 0043022; 0005525; 0006413; 0005737; 0005737; 0005525; 0003924; 0003743; 0003743; 0003924; 0031369; 0001732; 0005737; 0033290; 0005739; 0042255; 0003743; 0022627; 0005739","12,6,25,9,29,17,17,31,14,22,17,30,32,20,22,18,12,8,10,13,26,7,17,18,11,12,11,31,19,26,7,8,11,8,7,17,30,23,10,16",16.975,126.1886985,125.1847059,123.1519661,120.9132341,114.9787984,115.7140072,116.0853861,112.7421,114.3780034,111.7381707,104.9498746,91.16294136,455.3083559,459.4237639,466.1617564,477.87577,499.4471899,507.5241786,523.3454801,531.6113061,514.6463644,516.6079225,523.6318599,538.1256448,-0.00357236266340108,-0.346204344827588,-0.615981757575758,-0.58914,-1.41296088095238,0.153168499999999,0.0687738703703697,-0.539239693548388,0.233700485714286,-0.334156037974684,-0.762729898876404,-1.36504289504951,1.41910620689655,2.04181590909091,3.08263515789473,5.13605235714286,1.68270597916667,2.92987064814815,1.33319774193548,-2.42356309999999,0.248298493670878,0.789206449438204,1.4350282079208,-1.76531055172414,-2.65779766666667,-3.67177515789473,-6.54901323809524,-1.52953747916667,-2.86109677777778,-1.87243743548386,2.65726358571428,-0.582454531645561,-1.55193634831461,-2.8000711029703,-23.1841667040253,28.4986938754538,-329.1196574,-334.239058,-343.0097903,-356.9625359,-384.4683915,-391.8101714,-407.260094,-418.8692061,-400.268361,-404.8697518,-418.6819853,-446.96270344
"TPD3","YAL016W","ORF","124879-126786","+","I",NA,NA,NA,NA,"0006417; 0004722; 0004722; 0005935; 0005634; 0007094; 0043332; 0005934; 0005816; 0000159; 0000159; 0005737","13,7,21,6,9,4,6,12,24,8,6,4,3,22,17,7,16,13,3,12,4,15,11,2,4,7,3,22,17,4,26,12,22,25,18,8,14,21,12,4,13,1,11,21,21,20,13,17,11,2,12,10,14,3,16,12,13,5,5,18,5,8,2,6,6,24,2,16,15,15,20,1,12,15,13,22,4,2,16,15,2,5,3,1,2",10.9882352941176,64.28072325,63.20002298,62.21202098,61.21880045,60.67710574,59.21559293,58.63937108,61.83814728,59.79505661,56.69477444,51.96777727,45.1180879,97.06096874,96.76579437,96.91697149,97.95113894,100.9494107,101.3221796,102.8901277,104.7054375,105.4910415,102.4250205,96.086293,84.96614996,-0.00329427398364824,-0.372655265517239,-0.299394545454546,-0.261373823684209,-0.128974930952381,-0.304481835416667,-0.106707750000001,0.515931645161291,-0.291870095714285,-0.392440781012658,-0.53112327752809,-0.678187066336634,-0.101784265517246,0.0458112484848484,0.272149328947372,0.713874228571427,0.0776601874999994,0.290360759259258,0.292791903225808,0.112229142857142,-0.388103924050632,-0.712216573033708,-1.10100426138614,-0.270870999999994,-0.345205793939394,-0.533523152631581,-0.842849159523809,-0.382142022916666,-0.397068509259259,0.223139741935483,-0.404099238571427,-0.00433685696202629,0.181093295505618,0.422817195049505,-2.35304550131355,4.00714596629476,-32.78024549,-33.56577139,-34.70495051,-36.73233849,-40.27230496,-42.10658667,-44.25075662,-42.86729022,-45.69598489,-45.73024606,-44.11851573,-39.84806206
"CYS3","YAL012W","ORF","130799-131983","+","I","cysteine biosynthesis from homocysteine; cysteine biosynthesis/homocysteine degradation; threonine degradation",NA,NA,NA,"0005737; 0005737; 0080146; 0044540; 0019344; 0004123; 0019344; 0005737; 0005737; 0004123; 0019343; 0030170; 0008652; 0016829; 0003824; 0004123; 0019346; 0019344; 0004123; 0005634","9,11,11,9,12,9,11,15,10,11,11,11,10,9,11,10,9,12,10,11,3,2,2,1,4,2,4,3,3,4,2,2,3,1,5,4,2,5,4,2,18,42,10,38,25,28,24,17,20,15,26,19,54,18,20,29,35,20,45,68,29,53,32,41,29,18,42,10,38,25,28,24,17,20,15",16.8266666666667,289.4893208,272.8450834,251.3975688,228.2606294,188.6826498,177.3697424,184.4105808,233.0981783,257.3493724,262.6699783,254.0699199,222.4849735,3139.100796,3102.691436,3046.696052,2954.249834,2789.452061,2710.691979,2580.604205,2488.746139,2515.899606,2425.781755,2317.122808,2190.052,0.00483319404371985,-5.73939220689654,-6.49924684848486,-6.08866826315789,-9.42332847619048,-2.35685570833333,1.30385896296296,7.85283830645162,3.4644563,0.673494417721523,-0.966298696629215,-3.12722241584159,-12.554951724138,-16.9682981818183,-24.327952105263,-39.2375650000001,-16.4083504166666,-24.0903285185185,-14.8158170967742,3.87906671428573,-11.4073229113924,-12.2088704494382,-12.5812681188119,6.81555951724143,10.4690513333334,18.2392838421052,29.8142365238096,14.0514947083333,25.3941874814815,22.6686554032259,-0.414610414285729,12.0808173291139,11.242571752809,9.4540457029703,159.815293180138,160.644514008709,-2849.6114752,-2829.8463526,-2795.2984832,-2725.9892046,-2600.7694112,-2533.3222366,-2396.1936242,-2255.6479607,-2258.5502336,-2163.1117767,-2063.0528881,-1967.5670265
"SFT2","YBL102W","ORF","24098-24745","+","II",NA,NA,NA,NA,"0003674; 0000139; 0016021; 0000139; 0016192; 0016020; 0016021; 0006810; 0000138; 0000139; 0006810; 0016021; 0042147; 0015031; 0005794","44,16,34,25,16,30,42,39,25,23,21,30,16,36,27,4,11,15,38,15,44,16,34,25,16,30,42,39,25,23,21,30,16,36,27,4,11,15,38,15,24,24,23,47,58",26.4444444444444,84.86963302,85.18129742,86.1059269,87.43644698,90.59221811,91.78203841,92.53489459,94.74845868,85.80913156,82.10876044,81.86364901,90.09524212,23.34518756,23.26751903,23.17857068,23.11738136,23.20560394,22.38489884,23.82409122,25.59723179,26.7616481,26.53430489,25.41250829,23.02265673,0.00952783645992896,0.107470482758625,0.280190751515149,0.350136863157895,0.75137407857143,0.247879229166665,0.13941781111111,0.357026466129033,-1.27704673142857,-0.468401407594937,-0.0275406101123589,0.815009218811881,-0.0267822517241381,-0.0269540454545451,-0.0161024526315791,0.0210053761904762,-0.170980229166666,0.266517107407407,0.285990414516129,0.166345187142857,-0.028777621518987,-0.126044561797753,-0.236618966336634,0.134252734482763,0.307144796969694,0.366239315789474,0.730368702380954,0.418859458333332,-0.127099296296297,0.0710360516129043,-1.44339191857143,-0.43962378607595,0.0985039516853938,1.05162818514851,1.16791819545935,5.1881481973467,61.52444546,61.91377839,62.92735622,64.31906562,67.38661417,69.39713957,68.71080337,69.15122689,59.04748346,55.57445555,56.45114072,67.07258539
"ATP1","YBL099W","ORF","37053-38690","+","II",NA,0,0.5,0.5,"0015992; 0005754; 0015986; 0032559; 0005739; 0016020; 0046933; 0005754; 0016887; 0015992; 0046034; 0045261; 0005524; 0006754; 0005739; 0006810; 0005524; 0015986; 0015991; 0016820; 0033178; 0045261; 0046933; 0046961; 0005743; 0005743; 0005754; 0016021; 0046933; 0042645; 0006811; 0005739; 0046933; 0005739; 0015986; 0000166","8,13,13,23,17,6,6,5,3,15,9,22,3,8,10,1,7,8,1,24,10,12,7,13,16,12,6,12,3,2,9,6,4,2,11,13,12,17,10,2,7,7,9,8,8,5,1,1,1,8,18,10,3,1,4,3,1,2,9,1,8,3,4,11,5,3,3,8,6,8,7,2,5,6,8,3,9,1,14,9,5,1,10,2,2,6,5,5,2,3,2,1,11,9,2,8,7,5,8,11,5,4,13,6,21,13,6,8,9,12,10,8,5,2,1,6,9,5,5,8,6,4,19,16,7,11,27,2,27,20,8,11,3,27,9,6,1,5,15,2,4,11,8,3,6,12,9,6,12,2,1,8,8,5,4,3,3,15,2,4,11,8,3,6,12,9,6,12,2,1,8,8,5,4,3,3,15,2,10,9,5,10,8,12,8,3,5,5,5,3,8,17,5,4,13,11,7,4,7,14",7.575,208.9621243,207.5911649,207.8846933,208.3646363,214.9212036,210.3017759,205.1075289,206.2900615,184.2462563,170.5742082,161.2844531,163.2496264,1704.788158,1728.587648,1772.641011,1852.979231,2011.456812,2097.787134,2127.702892,2115.15606,2044.788074,2022.737427,1977.826391,1892.552668,-0.00335554831979417,-0.472744620689657,0.0889480000000042,0.126300789473682,1.56108745238096,-0.962380770833337,-0.96189759259259,0.190731064516129,-3.14911502857143,-1.730639,-1.04379270786517,0.194571613861387,8.20672068965513,13.3495039393939,21.1416368421053,37.7327573809524,17.98548375,5.53995518518512,-2.02368258064516,-10.0525694285714,-2.79122113924051,-5.04618382022471,-8.44294287128714,-8.67946531034479,-13.2605559393939,-21.0153360526316,-36.1716699285714,-18.9478645208334,-6.50185277777771,2.21441364516129,6.90345439999996,1.06058213924051,4.00239111235955,8.63751448514852,-81.758388747643,127.395100311463,-1495.8260337,-1520.9964831,-1564.7563177,-1644.6145947,-1796.5356084,-1887.4853581,-1922.5953631,-1908.8659985,-1860.5418177,-1852.1632188,-1816.5419379,-1729.3030416
"BNA4","YBL098W","ORF","39145-40527","+","II","tryptophan degradation via kynurenine",NA,NA,NA,"0016491; 0005741; 0016020; 0009435; 0016174; 0070189; 0044550; 0050660; 0004502; 0004502; 0006569; 0019805; 0019363; 0034354; 0031966; 0050660; 0034354; 0004497; 0005739; 0005739; 0043420; 0005739; 0004502; 0006569; 0019805; 0005739; 0055114; 0004502; 0071949; 0005741; 0005741; 0005739; 0016491; 0055114","39,34,39,22,29",32.6,32.49595957,33.076854,33.96106518,34.94102872,37.01669316,37.12525132,36.94857271,36.53979848,37.67683173,38.13788623,37.93488646,36.11888644,33.56409966,34.02084498,34.11887363,33.86398045,32.89244692,29.47554651,27.78825919,26.3706811,26.56164613,24.0422569,20.29322652,14.67887791,-0.00250194451230735,0.200308424137931,0.267942781818182,0.257885142105263,0.49420581904762,0.0226162833333321,-0.0327182611111104,-0.0659313274193547,0.162433321428572,0.0583613291139235,-0.0228089629213481,-0.179801982178218,0.157498386206898,0.0297056515151525,-0.0670771526315798,-0.231317507142858,-0.711854252083333,-0.312460614814815,-0.228641627419355,0.0272807185714287,-0.318910029113924,-0.421239368539326,-0.5558761,0.0428100379310337,0.23823713030303,0.324962294736843,0.725523326190478,0.734470535416665,0.279742353703704,0.162710300000001,0.135152602857143,0.377271358227847,0.398430405617978,0.376074117821782,3.7953844628065,3.7953844628065,-1.06814009,-0.943990980000002,-0.157808450000005,1.07704827,4.12424624000001,7.64970481,9.16031352,10.16911738,11.1151856,14.09562933,17.64165994,21.44000853
"MRP21","YBL090W","ORF","48825-49358","+","II",NA,NA,NA,NA,"0005840; 0005739; 0005840; 0005739; 0003735; 0005763; 0005739; 0032543; 0006412; 0030529; 0070124; 0005739; 0003735","31,31,44,56,42,47,47,46,42,39,39,20,29,34,40,33,29,8,21,33,36,33,43,34,38,29,37,18,37,23,25,41,44,17,10,23,37,20,45,47,17,7,40,32,40,45,24,22,50,40,38,45,46,42,22,37,43,22,50,45,37,28,27,20,20,28,16,33,45,20,46,35,30,47,38,22,19,26,29,37,29,15,33,19,36,4,18,17,25,33,21,7,25,20,18,23,26,24,30,27,29,31,37,28,17,32,31,16,28,27,29,21,24,37,20,28,38,54,24,31,25,45,25,20,37,30,33,26,36,24,53,6,13,1,27,40,41,42,38,25,45,25,20,37,30,33,26,36,24,53,6,13,1,27,40,41,42,38,9,18,22,17,20,9,18,22,17,20",29.6785714285714,45.22478092,46.05113589,46.78580544,47.1070523,47.6834829,45.43274268,42.41740987,38.83489741,38.03736092,38.15592373,39.96098138,44.02281055,13.66711603,13.85879418,13.87603639,13.7289716,13.30224804,11.47434844,10.90310655,10.48049758,10.68597037,10.20685096,9.583325799,8.679500189,0.00444152453003392,0.284949989655171,0.222627136363636,0.0845386473684216,0.137245380952381,-0.468904212500001,-0.558394964814814,-0.57782459032258,-0.113933784285715,0.0150079506329114,0.202815466292135,0.402161303960397,0.0660959137931033,0.00522491212121186,-0.0387012605263158,-0.101600847619047,-0.380812416666667,-0.105785535185185,-0.0681627370967743,0.0293532557142857,-0.0606480265822784,-0.0700590068539325,-0.0894876841584159,0.218854075862068,0.217402224242424,0.123239907894737,0.238846228571429,-0.0880917958333342,-0.452609429629629,-0.509661853225806,-0.143287040000001,0.0756559772151898,0.272874473146067,0.491648988118812,0.444871756361958,2.8321719937395,31.55766489,32.19234171,32.90976905,33.3780807,34.38123486,33.95839424,31.51430332,28.35439983,27.35139055,27.94907277,30.377655581,35.343310361
"RPL23A","YBL087C","ORF","59822-60739","-","II",NA,0,1,0,"0005840; 0003735; 0005737; 0005737; 0002181; 0030529; 0006412; 0022625; 0003735; 0044822; 0070180; 0003735; 0005840","18,33,39,26,36,31,19,22,58,30,52,29,47,24,18,56,22,25,34,35,21,31,44,18,50,32,41,27,43,41,39,51,41,49,4,26,31,53,56,53,42,30,27,29,42,21,35,58,35,28,26,36,42,37,46,34,42,31,36,55,18,27,57,39,31,21,40,20,46,27,9,31,56,48,28,36,37,35,45,31,41,32,47,38,26,18,27,57,39,31,25,30,17,42,48,27,36,24,22,46,28,14,42,27,10,26,51,24,23,41,39,38,28,31,26,25,33,20,32,31,34,22,28,40,28,45,36,37,40,32",34.0230769230769,1537.853028,1548.682245,1557.983197,1568.373707,1570.652869,1587.428902,1615.490085,1676.953262,1738.632516,1720.133926,1626.695855,1411.200182,1104.892379,1103.023179,1089.299449,1056.501251,981.5958441,915.9339382,886.1968369,848.6225141,764.092215,731.2507906,748.1980825,847.4810048,0.00278627102424715,3.73421275862068,2.81847030303032,2.73434473684209,0.542657619047629,3.49500687500002,5.19651537037033,9.91341564516131,8.81132199999999,-2.34159367088607,-10.4986596629213,-21.3362052475248,-0.644551724137884,-4.15870606060604,-8.63110473684215,-17.8346206904762,-13.6795637291667,-5.5068706111111,-6.0603746451613,-12.0757570142857,-4.15714232911393,1.90419010112361,9.8299923069307,4.37876448275857,6.97717636363636,11.3654494736842,18.3772783095238,17.1745706041667,10.7033859814814,15.9737902903226,20.8870790142857,1.81554865822786,-12.402849764045,-31.1661975544555,64.0839958595868,151.222090496588,432.960649,445.659066,468.683748,511.872456,589.0570249,671.4949638,729.2932481,828.3307479,974.540301,988.8831354,878.4977725,563.7191772
"NUP170","YBL079W","ORF","75259-79767","+","II",NA,0,0,1,"0017056; 0036228; 0016021; 0007059; 1990841; 0034398; 0016584; 0006342; 0005634; 0003682; 0005643; 0006913; 0036228; 0006913; 0005643; 0016020; 0051292; 0005643; 0005643; 0044611; 0017056; 0017056; 0017056; 0017056; 0051292; 0031965; 0051028; 0015031; 0070869; 0006810; 0017056; 0032403","12,18,11,7,13,15,3,6,10,9,8,10,14,13,6,5,14,11,15,7,7,11,9,7,8,7,11,9,7,8",9.7,17.75062807,17.63833647,17.44972189,17.24605509,16.80706367,16.8753307,16.70486346,15.55907557,14.97029754,15.20842111,16.28456156,18.78825171,28.3025789,26.71187583,25.68188295,24.97940484,24.7076037,31.98367028,39.37473963,46.2132057,46.82132592,47.77334362,47.73253338,47.3611609,-0.000803571968700357,-0.0387212413793112,-0.0571559333333331,-0.0535965263157896,-0.104521766666666,0.0142222979166662,-0.0315680074074075,-0.184804498387097,-0.0841111471428569,0.0301422240506328,0.120914657303371,0.247890113861386,-0.5485183,-0.312119054545455,-0.184862660526315,-0.0647145571428574,1.51584720416667,1.3687165462963,1.1029783983871,0.0868743171428566,0.120508569620253,-0.00458542022471899,-0.0367695524752473,0.509797058620689,0.254963121212122,0.131266134210526,-0.0398072095238086,-1.50162490625,-1.4002845537037,-1.28778289677419,-0.170985464285714,-0.0903663455696203,0.12550007752809,0.284659666336634,-3.18466531819898,5.7970374340151,-10.55195083,-9.07353936,-8.23216106,-7.73334975,-7.90054003,-15.10833958,-22.66987617,-30.65413013,-31.85102838,-32.56492251,-31.44797182,-28.57290919
"PTH2","YBL057C","ORF","112801-113427","-","II",NA,NA,NA,NA,"0005737; 0005737; 0016787; 0004045; 0032435; 0032435; 0005739; 0005739; 0005737; 0004045; 0005829; 0005741; 0004045; 0005739; 0004045","19,32,19,35,32,19,32,19,35,32",27.4,74.15614269,75.39174281,77.08207496,79.05078802,82.31112472,84.17256015,85.02438348,83.11980409,81.77046945,83.84981374,89.03635455,99.53822904,17.80317679,15.34987441,13.00159764,10.35427083,7.690895969,8.979672855,12.17343922,16.44602279,18.20988176,20.29459915,23.28730225,27.85563385,-0.00357795637795918,0.426069006896552,0.512221863636364,0.518082384210526,0.776270642857142,0.387799047916667,0.157745061111111,-0.307190224193548,-0.192762091428573,0.263208137974685,0.582757394382022,1.03978955346535,-0.845966337931034,-0.711599021212121,-0.69666495,-0.634136871666667,0.268495184583333,0.591438215740741,0.689126382258065,0.251979852857143,0.26388827721519,0.336258775280899,0.452310059405941,1.27203534482759,1.22382088484849,1.21474733421053,1.41040751452381,0.119303863333333,-0.433693154629629,-0.996316606451613,-0.444741944285715,-0.000680139240505417,0.246498619101123,0.587479494059407,4.19886121029681,7.94972489951173,56.3529659,60.0418684,64.08047732,68.69651719,74.620228751,75.192887295,72.85094426,66.6737813,63.56058769,63.55521459,65.7490523,71.68259519
